price,net_weight_oz,nutrition_score,etapa
7.8,33.75,74.0,original
9.64,15.17,67.0,original
2.18,14.89,59.0,original
17.4,16.81,83.0,original
11.46,33.29,57.0,original
27.86,11.39,85.0,original
22.7,33.29,65.0,original
4.27,12.09,55.0,original
11.92,14.98,43.0,original
4.05,49.44,87.0,original
8.32,34.35,95.0,original
4.52,14.98,63.0,original
14.67,15.88,68.0,original
20.37,14.91,66.0,original
10.52,24.66,55.0,original
15.32,24.61,43.0,original
8.97,49.14,60.0,original
11.01,17.21,49.0,original
6.16,19.31,42.0,original
6.17,18.97,54.0,original
7.44,12.76,43.0,original
2.28,12.46,41.0,original
3.16,18.7,67.0,original
5.68,14.33,64.0,original
4.37,16.76,67.0,original
11.2,9.99,27.0,original
5.79,15.48,50.0,original
8.9,31.09,66.0,original
11.02,10.09,56.0,original
12.76,9.28,42.0,original
7.61,16.04,64.0,original
9.45,15.6,34.0,original
6.84,25.4,46.0,original
5.09,25.9,42.0,original
9.07,9.91,61.0,original
3.98,17.22,23.0,original
9.77,33.69,63.0,original
4.79,22.6,66.0,original
11.58,15.38,48.0,original
13.19,14.48,40.0,original
7.55,14.54,48.0,original
5.76,30.62,36.0,original
3.15,12.35,59.0,original
10.76,30.79,53.0,original
11.03,15.83,74.0,original
7.88,31.37,58.0,original
14.47,14.35,43.0,original
1.89,31.1,37.0,original
6.91,31.83,55.0,original
8.35,34.62,78.0,original
4.61,126.9,52.0,original
9.55,12.17,48.0,original
4.88,12.31,44.0,original
11.57,15.16,59.0,original
10.16,32.11,66.0,original
5.37,23.6,53.0,original
6.02,32.48,64.0,original
3.8,31.11,57.0,original
2.64,123.18,76.0,original
6.87,22.2,48.0,original
5.14,135.84,61.0,original
7.37,24.61,57.0,original
6.48,22.24,66.0,original
3.83,148.52,40.0,original
5.54,13.2,69.0,original
2.63,65.88,50.0,original
1.79,12.92,77.0,original
7.49,13.19,65.0,original
5.49,141.95,81.0,original
8.2,11.81,23.0,original
3.81,31.92,25.0,original
5.17,22.46,50.0,original
8.87,31.07,68.0,original
6.33,134.31,75.0,original
5.24,127.49,79.0,original
4.74,35.65,59.0,original
8.05,15.6,65.0,original
5.39,16.37,78.0,original
7.79,25.04,72.0,original
3.49,34.72,56.0,original
3.39,141.28,73.0,original
6.75,16.13,52.0,original
7.95,14.79,52.0,original
4.98,19.34,63.0,original
4.74,16.71,68.0,original
2.87,14.11,53.0,original
7.01,18.51,55.0,original
9.63,22.87,50.0,original
15.14,16.66,56.0,original
7.7,46.45,42.0,original
11.08,32.83,56.0,original
9.42,16.31,48.0,original
10.85,12.5,73.0,original
23.97,15.41,87.0,original
27.52,29.93,80.0,original
3.37,143.3,61.0,original
8.1,32.57,56.0,original
7.6,33.76,74.0,original
4.23,24.26,62.0,original
14.66,13.89,30.0,original
5.43,11.82,45.0,original
3.78,34.15,80.0,original
2.21,15.13,80.0,original
7.36,11.4,95.0,original
3.84,16.54,84.0,original
6.84,14.73,93.0,original
4.74,31.31,83.0,original
1.33,50.76,85.0,original
5.42,16.44,82.0,original
7.96,30.89,88.0,original
2.79,17.12,88.0,original
11.13,3.7,74.0,original
31.1,32.29,81.0,original
12.59,12.32,45.0,original
10.1,15.2,66.0,original
7.08,34.02,58.0,original
11.94,15.34,59.0,original
6.11,14.92,51.0,original
4.72,29.52,33.0,original
9.82,11.58,74.0,original
7.86,37.85,0.0,original
15.67,9.87,0.0,original
11.27,9.8,0.0,original
6.0,9.66,0.0,original
17.9,77.13,0.0,original
21.06,35.12,0.0,original
8.94,11.68,86.0,original
28.53,12.2,56.0,original
15.04,49.22,63.0,original
19.39,30.38,46.0,original
9.65,32.15,52.0,original
18.38,33.84,50.0,original
19.06,15.49,51.0,original
9.9,15.89,47.0,original
12.02,47.23,54.0,original
18.79,32.02,58.0,original
8.96,24.54,23.0,original
6.46,9.32,52.0,original
10.39,23.01,26.0,original
8.09,32.08,29.0,original
13.16,33.03,55.0,original
13.64,15.78,43.0,original
7.09,17.25,46.0,original
9.49,14.18,57.0,original
13.86,13.81,64.0,original
8.28,11.42,92.0,original
6.51,12.93,81.0,original
6.03,30.44,78.0,original
1.45,16.67,92.0,original
3.97,14.8,90.0,original
5.68,12.76,87.0,original
4.43,29.91,99.0,original
5.5,14.82,78.0,original
6.65,15.75,98.0,original
4.7,16.23,95.0,original
8.4,32.64,79.0,original
9.94,12.54,22.0,original
5.37,12.92,60.0,original
5.16,7.88,59.0,original
6.81,19.61,59.0,original
6.38,19.83,19.0,original
8.93,21.17,40.0,original
2.12,21.21,59.0,original
5.25,5.91,30.0,original
5.75,21.51,33.0,original
4.42,20.18,59.0,original
16.85,38.98,0.0,original
17.44,69.05,0.0,original
13.19,10.15,0.0,original
16.96,40.09,0.0,original
9.85,66.51,0.0,original
6.12,10.48,0.0,original
4.89,66.76,57.0,original
7.06,148.57,43.0,original
3.65,15.61,55.0,original
12.58,34.26,69.0,original
3.45,11.63,33.0,original
9.72,16.68,68.0,original
3.09,15.3,60.0,original
9.78,15.86,73.0,original
1.5,30.02,61.0,original
6.16,15.15,70.0,original
8.63,7.67,33.0,original
7.91,8.05,53.0,original
3.46,8.3,48.0,original
6.22,6.28,18.0,original
2.62,11.79,49.0,original
3.55,8.56,24.0,original
4.36,22.3,18.0,original
9.26,123.4,80.0,original
5.36,24.95,51.0,original
3.35,23.16,82.0,original
5.26,16.03,37.0,original
9.54,33.85,40.0,original
2.13,15.06,74.0,original
9.3,12.58,47.0,original
11.98,11.33,50.0,original
3.13,34.04,32.0,original
11.19,48.16,61.0,original
22.31,15.79,55.0,original
12.11,24.56,45.0,original
19.45,24.65,57.0,original
10.99,29.48,73.0,original
10.38,23.56,54.0,original
11.59,25.06,76.0,original
8.03,15.69,68.0,original
2.73,16.58,43.0,original
6.2,16.18,35.0,original
11.0,22.6,40.0,original
13.57,9.34,23.0,original
5.85,34.27,64.0,original
9.12,25.0,67.0,original
12.37,30.08,65.0,original
8.38,16.66,42.0,original
7.26,24.09,42.0,original
7.55,10.06,45.0,original
9.55,30.69,54.0,original
5.72,13.42,79.0,original
7.91,12.13,27.0,original
4.88,33.54,51.0,original
2.03,11.64,73.0,original
11.16,134.24,74.0,original
11.19,17.22,47.0,original
2.4,30.33,52.0,original
5.91,14.43,42.0,original
2.71,17.09,43.0,original
8.92,15.26,61.0,original
9.42,31.21,36.0,original
12.84,17.06,33.0,original
5.8,31.92,76.0,original
9.53,32.47,74.0,original
3.49,137.56,64.0,original
8.08,143.21,53.0,original
9.0,16.15,42.0,original
12.17,29.52,41.0,original
4.99,11.53,74.0,original
22.45,53.22,0.0,original
5.66,38.05,0.0,original
2.86,18.25,48.0,original
3.49,19.07,43.0,original
3.96,11.66,64.0,original
12.82,32.94,37.0,original
9.13,12.21,33.0,original
9.59,15.09,72.0,original
7.41,15.98,44.0,original
12.29,15.99,66.0,original
12.68,24.91,68.0,original
11.1,17.13,40.0,original
9.44,23.5,41.0,original
12.82,23.77,59.0,original
28.71,12.43,80.0,original
25.64,33.84,59.0,original
20.86,14.96,68.0,original
7.05,16.85,80.0,original
23.5,29.96,71.0,original
6.6,16.55,84.0,original
16.37,32.37,89.0,original
17.67,31.72,82.0,original
5.73,22.26,62.0,original
8.67,137.21,72.0,original
3.06,142.88,58.0,original
7.74,32.84,71.0,original
4.04,23.55,51.0,original
4.31,137.15,60.0,original
4.69,12.94,64.0,original
8.25,16.12,36.0,original
12.24,11.81,46.0,original
3.41,12.46,64.0,original
9.2,14.76,57.0,original
13.37,15.77,47.0,original
21.73,22.81,42.0,original
6.21,29.82,63.0,original
24.24,15.55,85.0,original
22.81,8.36,74.0,original
4.89,5.62,46.0,original
8.86,12.85,51.0,original
9.13,20.8,54.0,original
8.33,8.63,60.0,original
7.65,11.77,34.0,original
8.88,5.65,42.0,original
9.79,11.36,33.0,original
9.09,6.17,33.0,original
12.53,15.73,66.0,original
10.73,14.92,51.0,original
6.97,30.85,47.0,original
8.24,30.47,82.0,original
6.17,15.41,97.0,original
3.12,29.68,82.0,original
7.78,51.18,91.0,original
4.46,48.47,96.0,original
8.08,12.4,83.0,original
4.33,6.32,26.0,original
9.37,7.88,27.0,original
9.28,20.13,37.0,original
5.33,11.9,57.0,original
2.12,7.88,54.0,original
5.19,11.65,25.0,original
5.74,5.79,50.0,original
8.06,8.62,36.0,original
8.65,46.65,96.0,original
3.08,50.4,88.0,original
5.11,11.25,89.0,original
3.12,33.77,91.0,original
2.75,12.18,87.0,original
9.5,6.04,42.0,original
3.4,6.15,48.0,original
7.81,20.03,32.0,original
4.07,11.71,23.0,original
9.97,20.34,31.0,original
7.41,7.67,19.0,original
7.26,12.32,19.0,original
8.38,19.77,30.0,original
5.18,129.53,60.0,original
5.19,30.94,59.0,original
6.18,31.94,93.0,original
6.63,45.35,86.0,original
5.81,16.5,98.0,original
8.65,16.85,90.0,original
6.17,33.31,95.0,original
4.78,11.04,90.0,original
4.79,31.78,79.0,original
2.72,16.53,80.0,original
9.69,13.49,72.0,original
5.57,66.89,51.0,original
2.38,67.82,33.0,original
15.78,8.21,0.0,original
4.99,7.85,0.0,original
13.09,17.28,0.0,original
10.06,3.24,0.0,original
3.9,7.51,0.0,original
6.87,30.72,81.0,original
7.59,16.43,80.0,original
7.86,14.84,94.0,original
6.87,32.66,88.0,original
22.52,7.6,79.0,original
34.24,4.14,46.0,original
10.88,23.07,67.0,original
12.95,31.89,62.0,original
2.75,30.3,68.0,original
8.98,16.26,26.0,original
23.85,48.71,0.0,original
7.9,38.78,0.0,original
5.93,67.96,0.0,original
2.86,23.44,27.0,original
5.61,15.54,64.0,original
6.92,33.07,61.0,original
2.81,29.46,57.0,original
6.28,32.59,29.0,original
11.0,32.76,39.0,original
5.03,33.71,24.0,original
9.5,10.54,33.0,original
7.46,13.84,39.0,original
6.61,16.41,42.0,original
11.58,13.82,37.0,original
14.49,33.27,71.0,original
7.73,11.94,50.0,original
14.14,14.51,31.0,original
14.8,15.87,72.0,original
9.2,24.61,46.0,original
7.76,14.94,32.0,original
6.59,9.67,67.0,original
8.97,25.15,57.0,original
5.89,17.04,46.0,original
15.83,17.08,86.0,original
14.98,7.6,83.0,original
13.41,7.58,71.0,original
6.05,8.31,62.0,original
12.86,33.27,75.0,original
9.19,64.22,37.0,original
6.53,66.38,80.0,original
5.5,35.56,39.0,original
1.99,133.25,45.0,original
9.74,64.0,71.0,original
3.79,21.5,32.0,original
2.21,5.57,41.0,original
5.78,5.53,56.0,original
2.89,12.32,36.0,original
8.2,31.38,43.0,original
3.01,9.54,69.0,original
12.4,9.36,66.0,original
4.19,33.14,31.0,original
5.43,10.35,65.0,original
6.35,14.93,53.0,original
5.46,34.26,54.0,original
10.12,10.31,43.0,original
6.79,14.94,49.0,original
4.38,11.5,68.0,original
4.03,18.17,53.0,original
6.61,17.54,54.0,original
6.14,13.42,47.0,original
7.46,18.86,66.0,original
2.49,19.18,36.0,original
6.4,16.67,74.0,original
5.34,136.44,69.0,original
2.36,21.25,51.0,original
5.1,18.69,61.0,original
4.13,18.47,58.0,original
2.8,14.88,62.0,original
2.68,18.79,45.0,original
3.1,19.05,49.0,original
5.28,11.21,54.0,original
8.46,23.09,54.0,original
6.2,24.46,44.0,original
7.34,30.25,74.0,original
20.37,34.43,42.0,original
22.22,23.13,43.0,original
4.97,22.37,67.0,original
20.58,50.76,67.0,original
20.52,15.98,73.0,original
8.57,31.16,39.0,original
9.06,16.05,64.0,original
14.23,16.05,60.0,original
11.61,11.27,37.0,original
2.52,30.05,54.0,original
14.84,14.71,35.0,original
31.88,8.58,65.0,original
27.65,4.31,36.0,original
7.82,27.32,52.0,original
22.03,8.12,53.0,original
15.39,31.2,42.0,original
31.96,8.07,52.0,original
9.51,31.51,82.0,original
1.71,148.91,46.0,original
9.05,154.59,82.0,original
9.09,13.02,42.0,original
3.05,11.61,51.0,original
1.87,140.79,78.0,original
9.31,13.12,75.0,original
1.83,67.24,64.0,original
11.17,10.57,30.0,original
10.91,30.58,24.0,original
7.08,15.95,35.0,original
11.13,15.91,43.0,original
3.91,29.5,65.0,original
6.74,9.96,40.0,original
8.58,22.87,55.0,original
9.61,31.61,66.0,original
2.2,137.62,80.0,original
8.3,32.34,60.0,original
5.57,31.67,72.0,original
7.64,23.43,53.0,original
3.63,34.44,87.0,original
6.39,31.98,99.0,original
8.08,12.56,95.0,original
3.18,16.24,86.0,original
3.59,11.58,85.0,original
6.92,15.7,60.0,original
12.13,17.23,32.0,original
4.1,15.53,60.0,original
12.08,12.19,70.0,original
13.74,12.27,65.0,original
2.19,15.14,72.0,original
10.37,25.6,69.0,original
18.72,22.83,74.0,original
22.38,16.89,45.0,original
21.27,15.37,73.0,original
11.86,15.78,63.0,original
7.5,47.65,97.0,original
4.27,48.63,99.0,original
6.3,30.82,93.0,original
3.4,16.56,82.0,original
1.35,29.99,82.0,original
14.82,3.05,0.0,original
2.62,16.95,0.0,original
4.1,3.07,0.0,original
3.5,16.01,70.0,original
11.43,12.93,65.0,original
9.94,15.54,33.0,original
1.54,11.96,44.0,original
12.98,14.31,73.0,original
11.17,15.49,65.0,original
3.21,32.55,62.0,original
8.99,15.87,55.0,original
26.6,11.27,68.0,original
15.61,16.37,80.0,original
9.69,7.5,61.0,original
19.9,16.32,76.0,original
16.25,16.2,84.0,original
24.87,15.28,82.0,original
17.98,7.75,71.0,original
9.5,5.85,57.0,original
9.28,8.22,35.0,original
2.03,6.32,44.0,original
8.62,19.99,36.0,original
16.61,53.3,0.0,original
12.73,66.51,0.0,original
11.23,10.44,0.0,original
7.86,75.59,0.0,original
7.52,72.19,0.0,original
20.21,50.04,0.0,original
13.46,9.83,0.0,original
17.7,40.16,0.0,original
7.72,34.16,61.0,original
12.54,32.4,31.0,original
10.4,16.04,51.0,original
8.62,8.31,50.0,original
2.29,21.4,59.0,original
8.42,6.46,21.0,original
3.0,11.29,51.0,original
9.52,11.89,51.0,original
3.47,22.45,39.0,original
6.09,11.54,36.0,original
7.57,22.45,56.0,original
7.53,15.45,62.0,original
4.16,31.8,38.0,original
10.66,11.76,39.0,original
9.89,17.18,52.0,original
3.65,74.98,0.0,original
15.22,52.69,0.0,original
5.03,9.79,0.0,original
23.0,49.86,0.0,original
22.36,51.44,0.0,original
3.19,25.0,81.0,original
5.52,25.85,75.0,original
7.48,131.16,63.0,original
9.72,137.25,81.0,original
12.26,32.32,26.0,original
4.53,29.99,38.0,original
9.7,24.66,45.0,original
3.97,33.08,39.0,original
9.37,23.42,61.0,original
5.03,9.7,29.0,original
9.5,17.19,27.0,original
6.31,24.04,42.0,original
1.93,15.54,83.0,original
3.84,48.23,91.0,original
3.64,49.84,79.0,original
2.78,29.47,87.0,original
2.15,16.84,79.0,original
4.02,15.88,79.0,original
7.7,8.63,56.0,original
5.13,19.39,34.0,original
9.08,5.64,56.0,original
8.27,8.04,49.0,original
5.11,11.87,41.0,original
2.84,12.44,40.0,original
3.87,20.84,52.0,original
11.12,10.11,0.0,original
12.31,36.39,0.0,original
20.6,67.65,0.0,original
18.93,9.71,0.0,original
3.69,10.3,0.0,original
6.89,32.18,31.0,original
12.98,14.64,36.0,original
11.16,16.76,50.0,original
10.51,10.66,0.0,original
21.32,70.67,0.0,original
8.7,49.42,0.0,original
8.93,73.89,0.0,original
18.48,74.62,0.0,original
19.51,9.66,0.0,original
6.34,9.37,0.0,original
17.56,37.78,0.0,original
4.35,10.63,0.0,original
14.92,16.06,30.0,original
14.6,32.72,33.0,original
12.35,16.91,59.0,original
7.35,34.47,72.0,original
4.88,33.82,60.0,original
5.61,34.25,80.0,original
8.62,22.71,60.0,original
8.16,133.45,73.0,original
3.33,141.37,82.0,original
3.02,23.77,61.0,original
6.59,14.79,67.0,original
3.46,12.27,80.0,original
1.8,45.16,89.0,original
16.64,24.69,50.0,original
16.39,15.05,71.0,original
17.96,23.16,61.0,original
9.1,15.64,73.0,original
11.69,15.2,51.0,original
11.87,12.46,31.0,original
8.53,12.87,35.0,original
4.76,12.59,44.0,original
12.26,32.81,46.0,original
2.75,29.55,33.0,original
5.15,31.32,45.0,original
12.58,30.15,34.0,original
11.16,23.1,69.0,original
4.9,24.9,42.0,original
5.13,16.77,59.0,original
11.56,10.14,38.0,original
6.94,9.69,22.0,original
9.19,16.73,23.0,original
2.85,10.41,51.0,original
13.28,16.64,39.0,original
8.55,11.85,56.0,original
11.76,134.84,55.0,original
8.53,33.57,57.0,original
9.5,136.94,73.0,original
1.93,154.52,83.0,original
10.37,62.01,77.0,original
6.29,12.55,27.0,original
16.91,27.29,42.0,original
26.09,3.98,85.0,original
20.75,27.87,56.0,original
14.37,13.89,73.0,original
7.45,33.45,32.0,original
9.74,30.92,64.0,original
7.44,16.02,47.0,original
11.97,12.64,51.0,original
6.63,11.75,54.0,original
19.1,35.72,0.0,original
20.24,40.26,0.0,original
22.61,49.39,0.0,original
22.4,9.64,0.0,original
13.13,35.71,0.0,original
3.15,53.25,0.0,original
11.81,75.65,0.0,original
9.32,35.39,0.0,original
2.95,24.36,50.0,original
5.49,23.01,49.0,original
3.04,23.66,68.0,original
9.42,34.53,82.0,original
4.62,34.12,82.0,original
6.54,140.19,60.0,original
5.68,32.96,69.0,original
8.63,14.89,48.0,original
2.65,29.57,42.0,original
2.37,14.97,55.0,original
5.08,11.69,68.0,original
7.88,30.25,58.0,original
12.32,15.16,48.0,original
5.1,16.86,55.0,original
8.04,22.68,64.0,original
6.74,32.74,47.0,original
5.9,24.57,43.0,original
11.56,32.35,42.0,original
6.55,15.19,43.0,original
4.83,22.77,57.0,original
6.0,30.86,82.0,original
5.55,34.4,81.0,original
7.23,22.89,63.0,original
2.85,125.07,82.0,original
9.67,33.96,81.0,original
9.75,20.73,56.0,original
2.58,6.12,31.0,original
7.29,19.95,24.0,original
8.26,8.41,31.0,original
2.36,19.36,21.0,original
4.33,15.08,46.0,original
8.3,31.97,50.0,original
9.08,30.64,61.0,original
5.17,22.71,25.0,original
12.79,25.27,67.0,original
1.5,16.64,86.0,original
6.44,12.58,79.0,original
3.58,12.46,98.0,original
9.16,16.17,32.0,original
13.29,16.52,62.0,original
7.87,34.34,74.0,original
9.39,30.91,45.0,original
10.01,14.6,54.0,original
6.91,14.41,43.0,original
6.07,16.95,59.0,original
14.7,15.01,37.0,original
4.73,15.36,53.0,original
3.56,36.54,0.0,original
12.36,10.67,0.0,original
2.06,11.06,55.0,original
6.42,21.97,21.0,original
8.7,11.35,35.0,original
5.75,8.02,60.0,original
3.74,20.78,55.0,original
5.34,12.51,57.0,original
10.44,31.21,56.0,original
17.95,31.79,64.0,original
7.06,24.24,61.0,original
12.71,10.71,52.0,original
3.17,9.7,39.0,original
3.67,16.39,40.0,original
10.14,10.05,25.0,original
7.72,33.15,51.0,original
6.88,22.86,30.0,original
11.52,24.69,69.0,original
16.72,45.37,58.0,original
18.71,22.96,71.0,original
19.96,15.7,62.0,original
20.97,47.97,73.0,original
6.17,35.58,29.0,original
6.39,35.01,64.0,original
9.21,12.35,65.0,original
8.09,154.0,72.0,original
7.75,71.14,70.0,original
4.94,149.52,27.0,original
5.57,31.98,56.0,original
9.7,68.59,73.0,original
10.69,34.82,58.0,original
2.44,62.82,30.0,original
8.27,12.62,32.0,original
4.0,22.69,60.0,original
5.6,22.68,69.0,original
4.27,23.17,80.0,original
8.79,33.08,54.0,original
7.18,133.08,69.0,original
5.36,17.08,74.0,original
9.83,17.14,75.0,original
6.08,15.61,79.0,original
3.42,138.76,82.0,original
8.73,33.48,55.0,original
8.82,32.83,63.0,original
7.22,25.76,70.0,original
7.81,136.09,82.0,original
23.91,32.26,53.0,original
7.08,7.85,67.0,original
8.02,11.99,79.0,original
5.0,11.06,94.0,original
3.73,12.86,87.0,original
7.6,16.53,81.0,original
6.95,12.48,94.0,original
7.69,15.35,42.0,original
13.25,29.89,59.0,original
10.81,32.14,33.0,original
5.02,12.66,35.0,original
7.25,11.63,36.0,original
2.17,30.94,54.0,original
6.84,34.22,34.0,original
3.4,19.3,36.0,original
2.59,12.48,56.0,original
3.25,13.54,55.0,original
7.02,21.2,45.0,original
2.69,11.09,62.0,original
6.36,17.4,56.0,original
7.29,11.57,70.0,original
20.3,11.97,68.0,original
28.49,8.02,72.0,original
19.62,7.98,69.0,original
24.73,31.13,73.0,original
18.39,11.05,82.0,original
9.17,32.55,78.0,original
20.63,11.69,65.0,original
6.95,22.28,34.0,original
6.59,20.86,39.0,original
6.99,6.02,45.0,original
5.05,14.36,32.0,original
14.39,15.84,66.0,original
4.23,33.09,56.0,original
7.03,14.73,53.0,original
4.98,16.64,47.0,original
23.02,40.76,0.0,original
8.65,9.96,0.0,original
15.65,9.9,0.0,original
13.71,10.3,0.0,original
22.48,72.12,0.0,original
17.58,9.71,0.0,original
2.88,68.47,55.0,original
3.21,11.98,48.0,original
6.93,132.67,71.0,original
1.46,146.23,75.0,original
10.21,33.26,28.0,original
2.45,45.3,85.0,original
7.2,44.49,92.0,original
1.41,15.56,86.0,original
2.04,16.34,80.0,original
5.32,32.03,96.0,original
22.41,22.94,68.0,original
9.5,15.5,67.0,original
16.88,46.12,55.0,original
16.98,16.05,51.0,original
12.15,25.74,57.0,original
13.69,15.13,71.0,original
22.88,31.77,48.0,original
13.41,16.99,72.0,original
3.29,33.46,39.0,original
14.12,14.84,36.0,original
9.94,15.75,74.0,original
6.99,15.34,49.0,original
5.92,33.26,70.0,original
4.15,14.99,73.0,original
11.51,11.12,36.0,original
4.29,9.2,39.0,original
4.86,30.24,38.0,original
9.93,31.09,67.0,original
11.26,9.97,60.0,original
6.24,15.11,45.0,original
6.96,11.39,72.0,original
6.81,15.73,71.0,original
14.9,11.21,70.0,original
9.49,31.84,63.0,original
4.83,16.14,66.0,original
14.87,14.91,68.0,original
8.87,14.17,74.0,original
6.23,15.1,42.0,original
11.95,33.16,62.0,original
5.96,50.33,69.0,original
3.15,17.01,34.0,original
3.62,18.82,38.0,original
4.98,21.53,67.0,original
8.66,7.79,0.0,original
3.77,16.25,0.0,original
5.87,11.56,0.0,original
10.57,7.62,0.0,original
15.77,16.71,0.0,original
2.36,6.28,60.0,original
4.65,7.93,19.0,original
7.36,12.58,50.0,original
8.37,8.47,23.0,original
9.82,22.23,36.0,original
5.38,7.4,25.0,original
5.21,47.86,60.0,original
21.9,48.99,60.0,original
16.14,50.05,65.0,original
12.0,17.15,43.0,original
8.16,7.88,38.0,original
