title,description,price,category,timestamp,query_id,filter_category,filter_price_min,filter_price_max,filter_storage_type,cart,bought,brand,package_size,unit_of_measure,net_weight_oz,dimensions_in,storage_type,ingredients,allergens,nutrition_score,country_of_origin
Daily Table Fresh Mini Cucumbers - 2 lb (Customer Favorite),Fresh mini cucumbers in a 2 lb package for online grocery orders. Listed under produce and intended for refrigerated storage. Frequently reordered by returning customers.,5.68,Produce,2025-01-16T04:11:27Z,q_000017,Produce,0.50,11.58,Refrigerated,true,true,Daily Table,2 lb,lb,30.93,"7.7 x 12.2 x 7.6""",Refrigerated,Whole produce,None,85,United States
North Star Foods Washed Apples - 3 lb (Low Feedback),Washed apples in a 3 lb package for online grocery orders. Listed under produce and intended for refrigerated storage. Marked for limited future availability.,3.94,Produce,2026-05-24T11:10:24Z,q_000017,Produce,0.50,11.58,Refrigerated,false,false,North Star Foods,3 lb,lb,46.11,"4.4 x 16.9 x 8.6""",Refrigerated,Whole produce,None,80,Canada
Cedar House Fresh Broccoli Florets - 2 lb (Standard Listing),Fresh broccoli florets in a 2 lb package for online grocery orders. Listed under produce and intended for refrigerated storage.,2.84,Produce,2024-12-29T06:45:51Z,q_000017,Produce,0.50,11.58,Refrigerated,false,false,Cedar House,2 lb,lb,29.76,"2.9 x 9.6 x 11.0""",Refrigerated,Whole produce,None,87,United States
Purely Good Ripe Avocados - 1 lb (Well Reviewed),Ripe avocados in a 1 lb package for online grocery orders. Listed under produce and intended for refrigerated storage. Often recommended by repeat customers.,8.18,Produce,2025-06-27T05:05:38Z,q_000017,Produce,0.50,11.58,Refrigerated,true,false,Purely Good,1 lb,lb,16.77,"2.4 x 5.9 x 7.3""",Refrigerated,Whole produce,None,92,United States
FreshField Ripe Strawberries - 3 lb (Well Reviewed),Ripe strawberries in a 3 lb package for online grocery orders. Listed under produce and intended for refrigerated storage. A dependable pick according to reviews.,4.72,Produce,2025-04-07T22:27:29Z,q_000017,Produce,0.50,11.58,Refrigerated,false,false,FreshField,3 lb,lb,44.95,"8.0 x 12.3 x 10.4""",Refrigerated,Whole produce,None,87,United States
Valley Select Organic Apples - 12 oz (Limited Feedback),Organic apples in a 12 oz package for online grocery orders. Listed under produce and intended for refrigerated storage. A newer addition to the catalog.,7.82,Produce,2026-05-01T15:24:28Z,q_000017,Produce,0.50,11.58,Refrigerated,false,false,Valley Select,12 oz,oz,11.74,"2.1 x 6.4 x 5.0""",Refrigerated,Whole produce,None,82,United States
Golden Acre Ripe Broccoli Florets - 3 lb (Regular Listing),Ripe broccoli florets in a 3 lb package for online grocery orders. Listed under produce and intended for refrigerated storage. Available for standard online ordering.,4.12,Produce,2026-06-12T17:13:35Z,q_000017,Produce,0.50,11.58,Refrigerated,false,false,Golden Acre,3 lb,lb,47.57,"8.0 x 10.1 x 6.6""",Refrigerated,Whole produce,None,94,United States
Blue Cart Classic Black Beans - 32 oz (Low Feedback),Classic black beans in a 32 oz package for online grocery orders. Listed under pantry and intended for ambient storage. Received mixed feedback from shoppers.,6.18,Pantry,2026-01-28T00:46:56Z,q_000018,Pantry,0.50,16.49,Ambient,false,false,Blue Cart,32 oz,oz,30.32,"3.2 x 16.9 x 11.3""",Ambient,"Natural flavors, Salt, Prepared ingredients",Wheat,72,United States
Oak & Grain Classic Spaghetti - 16 oz (Discontinuing Soon),Classic spaghetti in a 16 oz package for online grocery orders. Listed under pantry and intended for ambient storage. One of the less-repurchased items in its aisle.,5.67,Pantry,2024-11-27T21:18:54Z,q_000018,Pantry,0.50,16.49,Ambient,false,false,Oak & Grain,16 oz,oz,16.14,"1.2 x 5.8 x 4.6""",Ambient,"Salt, Natural flavors, Prepared ingredients",None,34,Thailand
FreshField Gluten Free Taco Shells - 15 oz (Regular Listing),Gluten Free taco shells in a 15 oz package for online grocery orders. Listed under pantry and intended for ambient storage. Stocked as part of the regular lineup.,3.56,Pantry,2025-01-23T13:39:30Z,q_000018,Pantry,0.50,16.49,Ambient,false,false,FreshField,15 oz,oz,15.64,"2.9 x 6.3 x 2.6""",Ambient,"Prepared ingredients, Salt, Natural flavors",None,63,United States
Green Fork Soft Brioche Buns - 12 oz (#1 Pick),Soft brioche buns in a 12 oz package for online grocery orders. Listed under bakery and intended for ambient storage. One of the most repurchased items in its aisle.,6.25,Bakery,2024-09-19T13:00:04Z,q_000019,Bakery,1.39,9.75,Ambient,true,true,Green Fork,12 oz,oz,12.66,"3.4 x 7.1 x 3.5""",Ambient,"Sugar, Wheat flour, Salt, Yeast, Water",Wheat,47,United States
Blue Cart Soft Sourdough Loaf - 20 oz,Soft sourdough loaf in a 20 oz package for online grocery orders. Listed under bakery and intended for ambient storage. Stocked as part of the regular lineup.,7.36,Bakery,2025-11-03T07:00:59Z,q_000019,Bakery,1.39,9.75,Ambient,false,false,Blue Cart,20 oz,oz,19.73,"1.8 x 4.1 x 8.3""",Ambient,"Salt, Water, Sugar, Wheat flour, Yeast",Wheat,56,United States
Purely Good Sliced Pita Pockets - 8 ct (Current Stock),Sliced pita pockets in a 8 ct package for online grocery orders. Listed under bakery and intended for ambient storage. Available for standard online ordering.,7.47,Bakery,2026-04-07T09:40:57Z,q_000019,Bakery,1.39,9.75,Ambient,false,false,Purely Good,8 ct,ct,19.33,"2.0 x 6.2 x 2.7""",Ambient,"Water, Yeast, Salt, Sugar, Wheat flour",Wheat,65,United States
North Star Foods Sliced Pita Pockets - 12 oz (Clearance Listing),Sliced pita pockets in a 12 oz package for online grocery orders. Listed under bakery and intended for ambient storage. Received mixed feedback from shoppers.,2.43,Bakery,2024-12-19T13:29:33Z,q_000019,Bakery,1.39,9.75,Ambient,false,false,North Star Foods,12 oz,oz,12.07,"3.3 x 4.7 x 6.9""",Ambient,"Wheat flour, Salt, Sugar, Water, Yeast",Wheat,57,United States
Golden Acre Fresh Baked Pita Pockets - 8 ct (Top Rated),Fresh Baked pita pockets in a 8 ct package for online grocery orders. Listed under bakery and intended for ambient storage. One of the most repurchased items in its aisle.,4.32,Bakery,2025-03-10T05:05:31Z,q_000019,Bakery,1.39,9.75,Ambient,true,true,Golden Acre,8 ct,ct,19.37,"3.4 x 7.4 x 4.4""",Ambient,"Salt, Yeast, Water, Sugar, Wheat flour",Wheat,66,United States
Green Fork Soft Croissants - 20 oz (Recently Added),Soft croissants in a 20 oz package for online grocery orders. Listed under bakery and intended for ambient storage. Limited customer feedback so far.,4.14,Bakery,2024-11-04T06:43:15Z,q_000019,Bakery,1.39,9.75,Ambient,false,false,Green Fork,20 oz,oz,21.57,"5.3 x 8.7 x 4.2""",Ambient,"Yeast, Sugar, Salt, Water, Wheat flour",Wheat,35,United States
Purely Good Organic Romaine Hearts - 1 lb (Unrated Listing),Organic romaine hearts in a 1 lb package for online grocery orders. Listed under produce and intended for ambient storage. Limited customer feedback so far.,2.46,Produce,2024-07-16T18:58:22Z,q_000020,Produce,0.57,11.32,Ambient,false,false,Purely Good,1 lb,lb,15.21,"4.0 x 5.9 x 3.9""",Ambient,Whole produce,None,91,United States
FreshField Premium Broccoli Florets - 3 lb (Regular Listing),Premium broccoli florets in a 3 lb package for online grocery orders. Listed under produce and intended for ambient storage. Stocked as part of the regular lineup.,8.66,Produce,2025-09-16T16:27:12Z,q_000020,Produce,0.57,11.32,Ambient,false,false,FreshField,3 lb,lb,48.36,"7.4 x 14.0 x 13.3""",Ambient,Whole produce,None,84,United States
Cedar House Ripe Grape Tomatoes - 1 lb (Customer Favorite),Ripe grape tomatoes in a 1 lb package for online grocery orders. Listed under produce and intended for ambient storage. Frequently reordered by returning customers.,8.64,Produce,2025-07-19T07:53:37Z,q_000020,Produce,0.57,11.32,Ambient,false,false,Cedar House,1 lb,lb,16.19,"1.7 x 8.1 x 3.4""",Ambient,Whole produce,None,89,Spain
Harvest Lane Low Sodium Taco Shells - 15 oz (Clearance Listing),Low Sodium taco shells in a 15 oz package for online grocery orders. Listed under pantry and intended for ambient storage. One of the less-repurchased items in its aisle.,11.90,Pantry,2024-09-08T06:40:50Z,q_000021,Pantry,1.08,15.87,Ambient,true,false,Harvest Lane,15 oz,oz,13.93,"3.9 x 4.9 x 5.2""",Ambient,"Salt, Natural flavors, Prepared ingredients",None,73,United States
Corner Market Gluten Free Long Grain Rice - 15 oz (Unrated Listing),Gluten Free long grain rice in a 15 oz package for online grocery orders. Listed under pantry and intended for ambient storage. A newer addition to the catalog.,14.10,Pantry,2025-09-15T22:38:10Z,q_000021,Pantry,1.08,15.87,Ambient,false,false,Corner Market,15 oz,oz,15.08,"1.3 x 8.9 x 3.4""",Ambient,"Natural flavors, Prepared ingredients, Salt",Soy,41,United States
Golden Acre Gluten Free Taco Shells - 32 oz (Popular Choice),Gluten Free taco shells in a 32 oz package for online grocery orders. Listed under pantry and intended for ambient storage. A dependable pick according to reviews.,5.95,Pantry,2025-09-09T03:19:40Z,q_000021,Pantry,1.08,15.87,Ambient,true,false,Golden Acre,32 oz,oz,33.99,"6.0 x 14.5 x 8.1""",Ambient,"Prepared ingredients, Salt, Natural flavors",Peanuts,37,Spain
FreshField Peeled Smoked Salmon - 12 oz (Rarely Reordered),Peeled smoked salmon in a 12 oz package for online grocery orders. Listed under seafood and intended for refrigerated storage. Received mixed feedback from shoppers.,28.89,Seafood,2024-09-07T10:54:33Z,q_000022,Seafood,5.50,31.89,Refrigerated,true,false,FreshField,12 oz,oz,11.05,"1.4 x 4.8 x 4.0""",Refrigerated,"Salt, Seafood",Shellfish,72,United States
Daily Table Wild Caught Tuna Steaks - 16 oz (Current Stock),Wild Caught tuna steaks in a 16 oz package for online grocery orders. Listed under seafood and intended for refrigerated storage.,9.67,Seafood,2025-01-04T16:02:53Z,q_000022,Seafood,5.50,31.89,Refrigerated,false,false,Daily Table,16 oz,oz,15.66,"2.8 x 7.7 x 4.6""",Refrigerated,"Seafood, Salt",Fish,85,New Zealand
Daily Table Wild Caught Crab Cakes - 8 oz (Well Reviewed),Wild Caught crab cakes in a 8 oz package for online grocery orders. Listed under seafood and intended for refrigerated storage. Well liked by regular shoppers.,26.50,Seafood,2025-02-01T07:46:50Z,q_000022,Seafood,5.50,31.89,Refrigerated,false,false,Daily Table,8 oz,oz,7.44,"2.5 x 5.7 x 2.3""",Refrigerated,"Seafood, Salt",Fish,75,United States
Purely Good Low Sodium Pasta Sauce - 12 oz (Well Reviewed),Low Sodium pasta sauce in a 12 oz package for online grocery orders. Listed under pantry and intended for ambient storage. A dependable pick according to reviews.,1.92,Pantry,2025-06-12T07:40:10Z,q_000023,Pantry,0.50,18.02,Ambient,false,false,Purely Good,12 oz,oz,11.13,"2.1 x 7.1 x 5.3""",Ambient,"Salt, Prepared ingredients, Natural flavors",None,60,United States
Daily Table Extra Virgin Black Beans - 12 oz (Discontinuing Soon),Extra Virgin black beans in a 12 oz package for online grocery orders. Listed under pantry and intended for ambient storage. One of the less-repurchased items in its aisle.,11.70,Pantry,2025-11-15T14:59:19Z,q_000023,Pantry,0.50,18.02,Ambient,true,false,Daily Table,12 oz,oz,11.38,"1.6 x 8.3 x 5.8""",Ambient,"Natural flavors, Salt, Prepared ingredients",Peanuts,30,Thailand
Harvest Lane Gluten Free Tomato Soup - 12 oz (#1 Pick),Gluten Free tomato soup in a 12 oz package for online grocery orders. Listed under pantry and intended for ambient storage. Consistently praised in customer feedback.,10.56,Pantry,2025-11-11T04:20:53Z,q_000023,Pantry,0.50,18.02,Ambient,true,true,Harvest Lane,12 oz,oz,11.50,"3.6 x 3.3 x 4.5""",Ambient,"Prepared ingredients, Natural flavors, Salt",Soy,68,Italy
Sunny Basket Gluten Free Olive Oil - 16 oz (Recently Added),Gluten Free olive oil in a 16 oz package for online grocery orders. Listed under pantry and intended for ambient storage. Feedback on this listing is still limited.,14.80,Pantry,2026-05-07T03:43:50Z,q_000023,Pantry,0.50,18.02,Ambient,false,false,Sunny Basket,16 oz,oz,16.20,"3.8 x 6.8 x 4.2""",Ambient,"Natural flavors, Salt, Prepared ingredients",Wheat,39,United States
Daily Table Creamy Rolled Oats - 32 oz (Limited Feedback),Creamy rolled oats in a 32 oz package for online grocery orders. Listed under pantry and intended for ambient storage. Recently added to the online catalog.,5.55,Pantry,2025-05-08T03:42:36Z,q_000024,Pantry,0.50,18.79,Ambient,false,false,Daily Table,32 oz,oz,30.20,"3.3 x 9.4 x 4.5""",Ambient,"Salt, Prepared ingredients, Natural flavors",Peanuts,44,United States
North Star Foods Classic Rolled Oats - 15 oz (New Listing),Classic rolled oats in a 15 oz package for online grocery orders. Listed under pantry and intended for ambient storage. Feedback on this listing is still limited.,11.27,Pantry,2025-09-01T23:26:31Z,q_000024,Pantry,0.50,18.79,Ambient,true,false,North Star Foods,15 oz,oz,13.92,"3.2 x 7.5 x 5.8""",Ambient,"Salt, Prepared ingredients, Natural flavors",Peanuts,67,United States
Corner Market Gluten Free Olive Oil - 15 oz (Standard Listing),Gluten Free olive oil in a 15 oz package for online grocery orders. Listed under pantry and intended for ambient storage.,8.69,Pantry,2025-03-18T20:24:36Z,q_000024,Pantry,0.50,18.79,Ambient,false,false,Corner Market,15 oz,oz,14.75,"3.3 x 4.9 x 3.0""",Ambient,"Prepared ingredients, Salt, Natural flavors",Soy,59,United States
Market Pantry Co. Classic Tomato Soup - 15 oz (Clearance Listing),Classic tomato soup in a 15 oz package for online grocery orders. Listed under pantry and intended for ambient storage. One of the less-repurchased items in its aisle.,4.14,Pantry,2024-12-22T00:10:00Z,q_000024,Pantry,0.50,18.79,Ambient,false,false,Market Pantry Co.,15 oz,oz,15.58,"3.3 x 5.9 x 5.6""",Ambient,"Prepared ingredients, Salt, Natural flavors",Wheat,39,United States
Cedar House Creamy Spaghetti - 15 oz (Best Seller),Creamy spaghetti in a 15 oz package for online grocery orders. Listed under pantry and intended for ambient storage. Frequently reordered by returning customers.,13.87,Pantry,2024-08-23T22:14:02Z,q_000024,Pantry,0.50,18.79,Ambient,true,true,Cedar House,15 oz,oz,15.56,"2.2 x 8.1 x 3.2""",Ambient,"Salt, Prepared ingredients, Natural flavors",Soy,41,United States
Cedar House Classic Black Beans - 15 oz (Best Seller),Classic black beans in a 15 oz package for online grocery orders. Listed under pantry and intended for ambient storage. One of the most repurchased items in its aisle.,1.58,Pantry,2025-01-06T13:33:44Z,q_000024,Pantry,0.50,18.79,Ambient,true,true,Cedar House,15 oz,oz,15.01,"3.4 x 7.0 x 6.0""",Ambient,"Salt, Prepared ingredients, Natural flavors",Soy,31,United States
Corner Market Classic Black Beans - 12 oz (Unrated Listing),Classic black beans in a 12 oz package for online grocery orders. Listed under pantry and intended for ambient storage. A newer addition to the catalog.,12.22,Pantry,2024-07-25T15:46:37Z,q_000024,Pantry,0.50,18.79,Ambient,false,false,Corner Market,12 oz,oz,12.05,"1.2 x 9.0 x 5.2""",Ambient,"Prepared ingredients, Natural flavors, Salt",Wheat,47,United States
Harvest Lane Creamy Long Grain Rice - 32 oz,Creamy long grain rice in a 32 oz package for online grocery orders. Listed under pantry and intended for ambient storage. Available for standard online ordering.,8.24,Pantry,2025-11-15T16:18:10Z,q_000024,Pantry,0.50,18.79,Ambient,false,false,Harvest Lane,32 oz,oz,31.37,"5.3 x 9.1 x 13.0""",Ambient,"Salt, Prepared ingredients, Natural flavors",Peanuts,35,United States
Corner Market Unsweetened Sports Drink - 32 fl oz (Recently Added),Unsweetened sports drink in a 32 fl oz package for online grocery orders. Listed under beverages and intended for ambient storage. Recently added to the online catalog.,7.28,Beverages,2026-02-15T21:08:41Z,q_000025,Beverages,0.77,14.39,Ambient,false,false,Corner Market,32 fl oz,fl oz,33.87,"5.4 x 3.3 x 4.5""",Ambient,"Natural flavors, Filtered water",Tree nuts,40,United States
Market Pantry Co. Caffeine Free Coconut Water - 12 ct (Unrated Listing),Caffeine Free coconut water in a 12 ct package for online grocery orders. Listed under beverages and intended for ambient storage. A newer addition to the catalog.,6.49,Beverages,2024-08-11T02:40:09Z,q_000025,Beverages,0.77,14.39,Ambient,true,false,Market Pantry Co.,12 ct,ct,154.80,"9.3 x 4.4 x 4.1""",Ambient,"Natural flavors, Filtered water",Tree nuts,77,United States
Blue Cart Zero Sugar Lemonade - 12 ct (Current Stock),Zero Sugar lemonade in a 12 ct package for online grocery orders. Listed under beverages and intended for ambient storage. Stocked as part of the regular lineup.,2.34,Beverages,2025-10-05T20:16:41Z,q_000025,Beverages,0.77,14.39,Ambient,true,false,Blue Cart,12 ct,ct,148.88,"8.1 x 3.7 x 3.2""",Ambient,"Filtered water, Natural flavors",Tree nuts,66,United States
Riverbend Ripe Apples - 12 oz (Highly Rated),Ripe apples in a 12 oz package for online grocery orders. Listed under produce and intended for ambient storage. A dependable pick according to reviews.,5.30,Produce,2025-09-03T14:13:40Z,q_000026,Produce,0.76,9.82,Ambient,true,false,Riverbend,12 oz,oz,11.78,"2.3 x 5.5 x 4.4""",Ambient,Whole produce,None,96,United States
Blue Cart Ripe Avocados - 2 lb (Recently Added),Ripe avocados in a 2 lb package for online grocery orders. Listed under produce and intended for ambient storage. Recently added to the online catalog.,2.11,Produce,2025-08-05T07:58:20Z,q_000026,Produce,0.76,9.82,Ambient,false,false,Blue Cart,2 lb,lb,33.13,"7.4 x 18.3 x 5.4""",Ambient,Whole produce,None,92,United States
Market Pantry Co. Fresh Mini Cucumbers - 12 oz (Clearance Listing),Fresh mini cucumbers in a 12 oz package for online grocery orders. Listed under produce and intended for ambient storage. Received mixed feedback from shoppers.,6.95,Produce,2025-06-18T13:47:41Z,q_000026,Produce,0.76,9.82,Ambient,false,false,Market Pantry Co.,12 oz,oz,11.64,"1.3 x 6.4 x 5.0""",Ambient,Whole produce,None,87,United States
